"","From","To","Type"
"10601","QRR","YWRN","Airport"
"10602","SXE","YWSL","Airport"
"10603","WWY","YWWL","Airport"
"10604","NGA","YYNG","Airport"
"10606","WDS","ZHSY","Airport"
"10608","HTT","ZLHX","Airport"
"10609","UUN","ZMBU","Airport"
"10610","BFU","ZSBB","Airport"
"10613","SXJ","ZWSS","Airport"
"10614","YKH","ZYYK","Airport"
"10616","BQG","UHNB","Airport"
"10628","JKT","WIID","Airport"
"10645","HYD","VOHS","Airport"
"10662","PKO","DBBP","Airport"
"10664","KDC","DBBK","Airport"
"10730","HMG","YHMB","Airport"
"10869","BIB","HCMB","Airport"
"10918","KCS","YKCS","Airport"
"11028","BMR","EDWZ","Airport"
"11086","MVW","KBVS","Airport"
"11176","GOO","YGDI","Airport"
"11233","DCU","KDCU","Airport"
"11234","GLW","KGLW","Airport"
"11247","FIN","KFIN","Airport"
"11402","DKV","YDVR","Airport"
"11431","RNZ","KRZL","Airport"
"11477","SBT","USDA","Airport"
"11479","AXF","ZBAL","Airport"
"11503","NIS","AYSE","Airport"
"11504","BUL","AYBU","Airport"
"11508","TBR","KTBR","Airport"
"11516","AMT","YAMT","Airport"
"11537","EDD","YERL","Airport"
"11542","FIK","YFNE","Airport"
"11545","JJG","SBJA","Airport"
"11578","WKI","FVWT","Airport"
"11627","KLJ","EYKL","Airport"
"11629","ДЖБ","UCFJ","Airport"
"11632","ETB","KETB","Airport"
"11633","GLR","KGLR","Airport"
"11636","QND","LYNS","Airport"
"11637","GUU","BIGF","Airport"
"11638","PCD","KPDC","Airport"
"11670","OTJ","FYOW","Airport"
"11697","TSM","KSKX","Airport"
"11714","FLP","KFLP","Airport"
"11716","BGD","KBGD","Airport"
"11731","IKW","KIKW","Airport"
"11738","HLE","FHSH","Airport"
"11741","BNJ","EDKB","Airport"
"11746","NGK","UHSN","Airport"
"11747","SQA","KIZA","Airport"
"11750","HXD","ZLDL","Airport"
"11751","BAR","ZJQH","Airport"
"11768","ZBO","YBWN","Airport"
"11769","UCB","ZBUC","Airport"
"11770","KEO","DIOD","Airport"
"11772","GII","GUSI","Airport"
"11773","NZE","GUNZ","Airport"
"11787","WGN","ZGSY","Airport"
"11788","TXF","SNTF","Airport"
"11791","SPA","KSPA","Airport"
"11801","BJW","WATB","Airport"
"11807","NBN","FGAB","Airport"
"11818","OLL","FCOD","Airport"
"11823","PPF","KPPF","Airport"
"11824","PCQ","VLFL","Airport"
"11825","AYS","KAYS","Airport"
"11826","DSS","GOBD","Airport"
"11829","PMH","KPMH","Airport"
"11865","NAC","YNRC","Airport"
"11873","PGZ","SSZW","Airport"
"11892","PQM","MMPQ","Airport"
"11893","CUD","YCDR","Airport"
"11894","CLP","PFCL","Airport"
"11902","ECI","MNCE","Airport"
"11956","NPR","SJNP","Airport"
"11957","SMT","SBSO","Airport"
"11959","ENO","SGEN","Airport"
"11973","UZR","UASU","Airport"
"11983","NYR","UENN","Airport"
"11984","SUK","UEBS","Airport"
"11985","UKG","UEBT","Airport"
"11986","VHV","UENI","Airport"
"11987","DEE","UHSM","Airport"
"11989","EKS","UHSK","Airport"
"11990","TLK","UECT","Airport"
"11997","RDB","PADG","Airport"
"12005","ION","FCOI","Airport"
"12006","EBH","DAOY","Airport"
"12009","ZIS","HLZN","Airport"
"12010","MYZ","FWMY","Airport"
"12013","BCU","DNBC","Airport"
"12014","GMO","DNGO","Airport"
"12018","KDA","GODK","Airport"
"12021","SHO","FDSK","Airport"
"12023","KIY","HTKI","Airport"
"12025","QSI","HTMS","Airport"
"12026","MNS","FLMA","Airport"
"12027","GZI","OAGN","Airport"
"12028","DBC","ZYBA","Airport"
"12029","LNL","ZLLN","Airport"
"12030","SQD","ZSSR","Airport"
"12031","YSQ","ZYSQ","Airport"
"12032","JSJ","ZYJS","Airport"
"12033","SHF","ZWHZ","Airport"
"12034","WMT","ZUMT","Airport"
"12035","LLB","ZULB","Airport"
"12036","CDE","ZBCD","Airport"
"12037","DTU","ZYDU","Airport"
"12038","EJN","ZBEN","Airport"
"12039","RHT","ZBAR","Airport"
"12040","HUO","ZBHZ","Airport"
"12041","GMQ","ZLGL","Airport"
"12043","QSZ","ZWSC","Airport"
"12045","TEI","VETJ","Airport"
"12046","CWJ","ZPCW","Airport"
"12047","JMJ","ZPJM","Airport"
"12048","NLH","ZPNL","Airport"
"12049","PBQ","SWPM","Airport"
"12052","WUT","ZBXZ","Airport"
"12054","NZL","ZBZL","Airport"
"12060","AIP","VIAX","Airport"
"12070","JLG","VAJL","Airport"
"12071","SAG","VASD","Airport"
"12072","PYB","VEJP","Airport"
"12075","NVY","VONY","Airport"
"12077","KJT","WICA","Airport"
"12078","SUP","WART","Airport"
"12081","LMU","WIDL","Airport"
"12082","TXE","WITK","Airport"
"12083","RKO","WIBR","Airport"
"12087","PPR","WIDE","Airport"
"12088","TJB","WIBT","Airport"
"12090","KRC","WIPH","Airport"
"12092","WUB","WAME","Airport"
"12093","NRE","WAPG","Airport"
"12094","LKA","WATL","Airport"
"12095","RTI","WATR","Airport"
"12096","NAM","WAPR","Airport"
"12098","DOB","WAPD","Airport"
"12099","GLX","WAEG","Airport"
"12100","LAH","WAEL","Airport"
"12101","SQN","WAPN","Airport"
"12102","AYW","WASA","Airport"
"12103","BYQ","WALV","Airport"
"12104","UOL","WAMY","Airport"
"12105","LLO","WAFD","Airport"
"12106","RAQ","WAWR","Airport"
"12107","WNI","WAWD","Airport"
"12108","JSK","OIZJ","Airport"
"12123","КПЖ","UCFP","Airport"
"12124","ZBY","VLSB","Airport"
"12130","BGL","VNBL","Airport"
"12131","RJB","VNRB","Airport"
"12133","DQM","OODQ","Airport"
"12134","UKH","OOMK","Airport"
"12140","SWL","RPSV","Airport"
"12156","CKI","YCKI","Airport"
"12158","BYP","YBRY","Airport"
"12159","LUC","NFNH","Airport"
"12160","YAS","NFSW","Airport"
"12167","WIK","NZKE","Airport"
"12180","DEX","WAVD","Airport"
"12181","NAU","NTGN","Airport"
"12182","FAC","NTKF","Airport"
"12183","NUK","NTGW","Airport"
"12184","VHZ","NTUV","Airport"
"12185","HHZ","NTGH","Airport"
"12186","RRR","NTKO","Airport"
"12187","KHZ","NTKA","Airport"
"12188","TKV","NTGO","Airport"
"12189","TDS","AYSS","Airport"
"12190","TMH","WAKT","Airport"
"12229","NKB","YNKA","Airport"
"12236","CDF","LIDI","Airport"
"12245","KSE","HUKS","Airport"
"12253","NCJ","SAFS","Airport"
"12254","IST","LTFM","Airport"
"12265","SOV","PASO","Airport"
"12269","YSG","CYLK","Airport"
"12271","DWA","FWDW","Airport"
"12272","HGI","HSFA","Airport"
"12282","KQH","VIKG","Airport"
"12283","CNN","VOKN","Airport"
"12292","RVI","URRR","Airport"
"12312","ZCO","SCQP","Airport"
"12314","ASS","FACC","Airport"
"12315","VDI","KVDI","Airport"
"12318","ISB","OPIS","Airport"
"12361","MHE","KMHE","Airport"
"12366","GIT","HTRU","Airport"
"12379","GID","HBBE","Airport"
"12387","RMU","LEMI","Airport"
"12439","CQS","SWCQ","Airport"
"12635","UVL","HENY","Airport"
"12645","ZXT","UBTT","Airport"
"12651","GEC","LCGK","Airport"
"12652","MBI","HTGW","Airport"
"12654","UGU","WABV","Airport"
"12657","ETM","LLER","Airport"
"12658","MNH","OORQ","Airport"
"12659","CGY","RPMY","Airport"
"12666","CPO","SCAT","Airport"
